value:integer
[542, 822, 905, 1144, 1336, 1488, 1628, 1788, 1837, 1966]
[519, 750, 961, 1154, 1321, 1549, 1650, 1744, 1880, 1933]
[515, 816, 910, 1164, 1405, 1434, 1561, 1686, 1831, 1944]
[608, 668, 957, 1135, 1383, 1507, 1666, 1742, 1796, 1925]
[294, 770, 1090, 1226, 1381, 1427, 1669, 1752, 1874, 1981]
[535, 689, 1077, 1174, 1399, 1464, 1607, 1731, 1846, 1970]
[511, 889, 1048, 1180, 1413, 1484, 1670, 1693, 1796, 1904]
[377, 747, 1045, 1115, 1282, 1418, 1648, 1726, 1835, 1989]
[625, 865, 1074, 1097, 1372, 1442, 1624, 1788, 1893, 1936]
[627, 787, 960, 1100, 1406, 1480, 1665, 1735, 1840, 1927]
[549, 692, 986, 1219, 1381, 1512, 1617, 1732, 1818, 1928]
[412, 640, 958, 1214, 1336, 1431, 1616, 1784, 1803, 1914]
[585, 712, 1026, 1231, 1373, 1524, 1623, 1763, 1850, 1921]
[589, 789, 1012, 1102, 1381, 1532, 1664, 1745, 1817, 1995]
[545, 839, 1009, 1263, 1313, 1489, 1612, 1710, 1863, 1938]
[558, 829, 1038, 1196, 1407, 1502, 1660, 1711, 1866, 1956]
[142, 750, 1089, 1234, 1408, 1532, 1628, 1675, 1798, 1931]
[626, 865, 938, 1161, 1307, 1432, 1664, 1707, 1889, 1989]
[257, 818, 991, 1119, 1408, 1439, 1571, 1685, 1874, 1993]
[356, 754, 1084, 1262, 1352, 1471, 1573, 1787, 1874, 1990]
[141, 886, 941, 1196, 1270, 1521, 1648, 1733, 1803, 1950]
[190, 675, 944, 1155, 1401, 1422, 1569, 1763, 1829, 1899]
[298, 880, 1025, 1157, 1351, 1523, 1569, 1778, 1799, 1912]
[524, 666, 1031, 1116, 1343, 1514, 1578, 1683, 1888, 1931]
[367, 708, 981, 1155, 1292, 1430, 1628, 1715, 1797, 1914]
[596, 864, 1056, 1125, 1366, 1468, 1605, 1695, 1852, 1921]
[491, 658, 992, 1172, 1297, 1529, 1628, 1735, 1822, 1991]
[436, 778, 907, 1124, 1290, 1526, 1657, 1727, 1814, 1903]
[405, 884, 1057, 1189, 1308, 1418, 1600, 1674, 1842, 1911]
[229, 850, 1093, 1193, 1396, 1505, 1609, 1723, 1890, 1946]
[584, 820, 1051, 1257, 1390, 1421, 1570, 1761, 1890, 1955]
[471, 868, 988, 1182, 1401, 1527, 1651, 1788, 1790, 1948]
[247, 855, 1086, 1163, 1311, 1445, 1639, 1682, 1811, 1905]
[593, 681, 1089, 1109, 1348, 1448, 1577, 1709, 1817, 1997]
[515, 798, 961, 1199, 1397, 1473, 1613, 1762, 1858, 1967]
[526, 696, 981, 1154, 1410, 1458, 1620, 1776, 1839, 1941]
[506, 736, 932, 1165, 1359, 1491, 1629, 1695, 1801, 1971]
[214, 731, 1044, 1174, 1369, 1463, 1551, 1738, 1799, 1949]
[282, 672, 919, 1210, 1345, 1440, 1616, 1754, 1827, 1955]
[535, 706, 1021, 1160, 1316, 1448, 1607, 1736, 1864, 1994]
[611, 830, 985, 1239, 1271, 1497, 1623, 1746, 1887, 1931]
[469, 886, 1090, 1216, 1294, 1474, 1657, 1703, 1881, 1976]
[184, 636, 991, 1115, 1269, 1486, 1660, 1737, 1812, 1936]
[220, 867, 1021, 1256, 1370, 1503, 1563, 1763, 1793, 1989]
[223, 655, 1012, 1209, 1369, 1463, 1563, 1783, 1821, 1948]
[268, 862, 940, 1233, 1321, 1465, 1644, 1769, 1861, 1998]
[579, 720, 1068, 1184, 1332, 1466, 1586, 1728, 1814, 1987]
[441, 843, 1047, 1232, 1296, 1418, 1614, 1749, 1809, 1934]
[474, 814, 1080, 1108, 1373, 1429, 1670, 1778, 1846, 1917]
[604, 863, 1033, 1125, 1344, 1476, 1666, 1683, 1855, 1943]
[365, 866, 1087, 1101, 1302, 1426, 1585, 1719, 1834, 1925]
[411, 726, 1065, 1177, 1353, 1511, 1575, 1727, 1812, 1908]
[538, 829, 1025, 1163, 1385, 1454, 1638, 1737, 1843, 1922]
[519, 723, 933, 1198, 1375, 1498, 1564, 1775, 1824, 1964]
[182, 862, 955, 1215, 1394, 1531, 1594, 1723, 1803, 1997]
[424, 700, 1025, 1174, 1297, 1549, 1650, 1767, 1892, 1912]
[554, 679, 990, 1122, 1408, 1474, 1621, 1760, 1807, 1952]
[600, 862, 933, 1223, 1298, 1485, 1617, 1733, 1865, 1925]
[516, 889, 1054, 1261, 1349, 1500, 1623, 1785, 1871, 1996]
[617, 878, 926, 1224, 1334, 1484, 1551, 1677, 1833, 1959]
[326, 871, 1060, 1264, 1387, 1473, 1580, 1686, 1896, 1993]
[482, 671, 1047, 1123, 1363, 1425, 1625, 1716, 1813, 1941]
[626, 855, 899, 1178, 1299, 1544, 1581, 1693, 1883, 1933]
[573, 735, 1006, 1168, 1380, 1440, 1559, 1690, 1874, 1979]
[480, 785, 962, 1178, 1309, 1506, 1618, 1678, 1828, 1946]
[475, 894, 1017, 1251, 1413, 1477, 1664, 1689, 1811, 1903]
[458, 879, 1031, 1175, 1277, 1480, 1609, 1749, 1837, 1961]
[138, 651, 990, 1136, 1383, 1502, 1582, 1730, 1802, 1915]
[524, 808, 1017, 1249, 1295, 1471, 1665, 1778, 1795, 1934]
[516, 791, 1014, 1186, 1337, 1467, 1593, 1694, 1816, 1999]
[496, 653, 935, 1160, 1281, 1484, 1592, 1787, 1806, 1932]
[293, 878, 1069, 1150, 1326, 1527, 1658, 1692, 1859, 1915]
[554, 847, 1032, 1238, 1267, 1443, 1575, 1787, 1820, 1959]
[394, 798, 975, 1145, 1338, 1504, 1623, 1734, 1796, 1898]
[564, 760, 928, 1139, 1309, 1423, 1597, 1753, 1881, 1978]
[270, 843, 1080, 1204, 1411, 1428, 1581, 1746, 1818, 1937]
[508, 852, 969, 1245, 1312, 1467, 1565, 1722, 1796, 1963]
[524, 782, 997, 1251, 1395, 1440, 1629, 1770, 1833, 1917]
[464, 680, 935, 1099, 1332, 1470, 1613, 1750, 1845, 1944]
[290, 670, 1016, 1144, 1344, 1514, 1561, 1729, 1865, 1984]
[624, 851, 994, 1165, 1275, 1543, 1659, 1729, 1881, 1917]
[627, 682, 983, 1224, 1357, 1462, 1670, 1756, 1847, 1990]
[300, 673, 990, 1181, 1343, 1458, 1647, 1694, 1818, 2000]
[481, 771, 912, 1141, 1272, 1460, 1663, 1707, 1863, 1940]
[521, 722, 897, 1102, 1314, 1437, 1561, 1776, 1829, 1941]
[618, 850, 1096, 1146, 1341, 1501, 1606, 1763, 1815, 1944]
[475, 716, 1094, 1217, 1333, 1421, 1564, 1691, 1829, 1960]
[515, 727, 1004, 1166, 1329, 1532, 1609, 1740, 1896, 1938]
[569, 883, 1072, 1145, 1338, 1537, 1562, 1761, 1859, 1964]
[523, 688, 994, 1153, 1387, 1452, 1555, 1788, 1852, 1950]
[597, 827, 1044, 1136, 1351, 1520, 1575, 1734, 1807, 1985]
[118, 751, 975, 1170, 1304, 1436, 1649, 1746, 1845, 1945]
[572, 848, 920, 1143, 1305, 1450, 1595, 1739, 1874, 1975]
[360, 755, 1017, 1246, 1269, 1453, 1655, 1695, 1839, 1908]
[587, 707, 936, 1179, 1293, 1501, 1604, 1752, 1843, 1945]
[409, 759, 1035, 1168, 1328, 1529, 1557, 1769, 1895, 1950]
[625, 811, 912, 1195, 1406, 1545, 1647, 1685, 1864, 1955]
[383, 694, 1023, 1137, 1397, 1493, 1589, 1782, 1891, 1956]
[325, 749, 1002, 1239, 1352, 1509, 1595, 1727, 1880, 1992]
[415, 740, 931, 1227, 1327, 1471, 1591, 1679, 1804, 1970]
[580, 758, 923, 1175, 1353, 1478, 1645, 1761, 1800, 1929]
[521, 713, 987, 1158, 1292, 1444, 1624, 1707, 1822, 1903]
[576, 863, 1002, 1178, 1393, 1440, 1642, 1689, 1804, 1923]
[398, 654, 1050, 1247, 1363, 1457, 1568, 1729, 1883, 1974]
[300, 848, 918, 1225, 1316, 1415, 1622, 1698, 1843, 1946]
[353, 702, 1050, 1178, 1402, 1474, 1605, 1704, 1843, 1980]
[404, 676, 1010, 1124, 1265, 1546, 1647, 1721, 1807, 1981]
[244, 758, 1078, 1260, 1313, 1417, 1567, 1770, 1856, 1941]
[511, 793, 911, 1225, 1338, 1507, 1614, 1710, 1864, 1907]
[485, 775, 1093, 1246, 1274, 1549, 1610, 1688, 1856, 1929]
[423, 855, 953, 1191, 1284, 1472, 1627, 1778, 1818, 1960]
[397, 785, 1025, 1216, 1307, 1447, 1631, 1740, 1863, 1990]
[529, 761, 1017, 1230, 1356, 1431, 1552, 1722, 1796, 1999]
[629, 863, 1041, 1246, 1285, 1415, 1659, 1737, 1865, 1902]
[268, 825, 1038, 1165, 1340, 1484, 1575, 1708, 1882, 1926]
[429, 704, 1049, 1171, 1347, 1533, 1586, 1738, 1820, 1979]
[587, 748, 1082, 1152, 1283, 1516, 1658, 1777, 1809, 1913]
[496, 752, 1074, 1147, 1287, 1478, 1580, 1784, 1842, 1985]
[238, 782, 912, 1236, 1392, 1448, 1575, 1755, 1854, 1996]
[563, 776, 1090, 1211, 1300, 1456, 1593, 1766, 1886, 1936]
[543, 766, 1048, 1171, 1284, 1467, 1619, 1726, 1801, 1995]
[614, 732, 916, 1130, 1399, 1416, 1578, 1771, 1824, 1911]
[615, 850, 1043, 1229, 1380, 1525, 1565, 1681, 1819, 1963]
[485, 634, 1075, 1106, 1321, 1508, 1566, 1749, 1894, 1986]
[562, 833, 1090, 1185, 1283, 1489, 1622, 1770, 1850, 1991]
[261, 687, 1086, 1238, 1287, 1507, 1566, 1748, 1832, 1996]
[621, 772, 1014, 1139, 1398, 1475, 1622, 1730, 1846, 1996]
[537, 744, 956, 1241, 1352, 1521, 1641, 1740, 1817, 1905]
[584, 727, 937, 1222, 1270, 1452, 1673, 1695, 1879, 1963]
[528, 845, 990, 1162, 1334, 1534, 1664, 1785, 1897, 1974]
[495, 891, 947, 1204, 1407, 1451, 1638, 1737, 1886, 1956]
[34, 682, 925, 1211, 1400, 1479, 1605, 1680, 1834, 1927]
[174, 732, 981, 1148, 1306, 1497, 1650, 1732, 1851, 1929]
[589, 730, 965, 1133, 1314, 1437, 1620, 1764, 1825, 1997]
[332, 894, 1071, 1170, 1302, 1504, 1554, 1686, 1821, 1984]
[276, 809, 991, 1160, 1314, 1442, 1613, 1736, 1888, 1969]
[358, 797, 1093, 1133, 1407, 1428, 1614, 1784, 1866, 1919]
[445, 768, 986, 1200, 1293, 1422, 1583, 1761, 1852, 1954]
[407, 816, 993, 1258, 1302, 1513, 1657, 1704, 1812, 1898]
[217, 867, 999, 1107, 1301, 1425, 1612, 1714, 1807, 1986]
[600, 852, 1021, 1127, 1385, 1520, 1592, 1746, 1858, 1923]
[370, 784, 919, 1198, 1403, 1517, 1662, 1684, 1868, 1965]
[626, 841, 934, 1232, 1383, 1548, 1638, 1762, 1816, 1935]
[491, 876, 985, 1112, 1334, 1477, 1660, 1746, 1826, 1910]
[438, 823, 897, 1114, 1282, 1440, 1593, 1789, 1815, 1943]
[595, 780, 944, 1168, 1404, 1508, 1634, 1702, 1804, 1984]
[387, 804, 1080, 1148, 1345, 1538, 1604, 1743, 1886, 1997]
[625, 703, 1059, 1111, 1302, 1464, 1650, 1752, 1805, 1923]
[235, 847, 899, 1248, 1405, 1446, 1578, 1752, 1889, 1904]
[533, 709, 924, 1126, 1394, 1544, 1628, 1759, 1891, 1912]
[536, 888, 922, 1227, 1308, 1494, 1638, 1696, 1842, 1921]
[528, 672, 1066, 1246, 1372, 1433, 1651, 1746, 1873, 1933]
[478, 738, 1081, 1180, 1333, 1508, 1666, 1736, 1843, 1924]
[609, 889, 959, 1225, 1361, 1513, 1671, 1676, 1858, 1934]
[394, 685, 995, 1246, 1410, 1480, 1659, 1783, 1856, 1954]
[316, 822, 899, 1167, 1268, 1450, 1581, 1746, 1831, 1997]
[611, 810, 973, 1181, 1403, 1438, 1581, 1714, 1815, 1912]
[438, 854, 1013, 1198, 1351, 1475, 1649, 1736, 1881, 1974]
[603, 892, 1052, 1191, 1309, 1500, 1581, 1708, 1835, 1957]
[463, 787, 1085, 1204, 1342, 1489, 1662, 1708, 1790, 1954]
[622, 654, 1033, 1151, 1296, 1415, 1668, 1683, 1797, 1971]
[286, 890, 908, 1108, 1334, 1480, 1629, 1767, 1897, 1907]
[501, 851, 930, 1256, 1291, 1422, 1633, 1704, 1809, 1944]
[311, 657, 1049, 1189, 1400, 1457, 1653, 1700, 1859, 1927]
[515, 865, 930, 1261, 1311, 1442, 1633, 1697, 1863, 1992]
[194, 785, 983, 1131, 1415, 1539, 1668, 1765, 1825, 1917]
[511, 743, 1093, 1140, 1395, 1477, 1669, 1730, 1873, 1995]
[603, 879, 935, 1152, 1297, 1499, 1583, 1738, 1869, 1991]
[591, 689, 1016, 1211, 1271, 1420, 1599, 1690, 1796, 1975]
[548, 695, 945, 1201, 1346, 1467, 1586, 1788, 1858, 1968]
[148, 636, 1023, 1219, 1366, 1444, 1599, 1697, 1851, 1909]
[609, 860, 1058, 1129, 1350, 1425, 1623, 1738, 1870, 1987]
[259, 849, 905, 1126, 1309, 1524, 1668, 1731, 1860, 1991]
[275, 639, 1054, 1144, 1393, 1425, 1617, 1703, 1801, 1953]
[540, 786, 1045, 1190, 1405, 1500, 1551, 1684, 1799, 1965]
[581, 674, 1067, 1200, 1316, 1489, 1565, 1749, 1837, 1926]
[341, 887, 1041, 1190, 1337, 1518, 1561, 1741, 1871, 1958]
[604, 797, 946, 1214, 1388, 1525, 1579, 1712, 1844, 1914]
[219, 861, 948, 1221, 1355, 1454, 1563, 1749, 1894, 1977]
[533, 707, 978, 1125, 1332, 1508, 1614, 1718, 1885, 1975]
[529, 814, 897, 1243, 1285, 1530, 1563, 1745, 1895, 1958]
[496, 635, 924, 1145, 1340, 1435, 1551, 1736, 1855, 1942]
[419, 767, 1060, 1201, 1401, 1510, 1654, 1699, 1833, 1934]
[455, 753, 918, 1097, 1401, 1483, 1649, 1751, 1875, 1980]
[471, 786, 1092, 1163, 1358, 1518, 1575, 1748, 1896, 1925]
[87, 806, 997, 1190, 1341, 1495, 1597, 1778, 1829, 1958]
[62, 832, 1081, 1224, 1359, 1435, 1586, 1689, 1820, 1932]
[481, 887, 1037, 1229, 1367, 1436, 1614, 1724, 1790, 1999]
[538, 666, 907, 1138, 1397, 1435, 1674, 1715, 1853, 1960]
[592, 659, 904, 1103, 1381, 1506, 1657, 1710, 1812, 1985]
[494, 763, 1093, 1129, 1299, 1438, 1641, 1685, 1801, 1951]
[552, 800, 963, 1097, 1338, 1518, 1583, 1789, 1801, 1984]
[428, 725, 945, 1207, 1330, 1484, 1655, 1756, 1804, 2000]
[538, 824, 1072, 1161, 1374, 1544, 1563, 1681, 1790, 1918]
[448, 698, 961, 1247, 1306, 1514, 1629, 1714, 1816, 1958]
[542, 894, 1093, 1247, 1394, 1444, 1560, 1766, 1878, 1917]
[632, 714, 944, 1115, 1306, 1428, 1669, 1759, 1869, 1999]
[538, 748, 920, 1265, 1320, 1497, 1575, 1733, 1833, 1927]
[476, 894, 986, 1133, 1287, 1429, 1672, 1777, 1897, 1981]
[530, 762, 1048, 1101, 1267, 1537, 1600, 1698, 1883, 1978]
[584, 788, 952, 1112, 1371, 1518, 1607, 1747, 1851, 1938]
[335, 746, 1001, 1257, 1351, 1425, 1669, 1692, 1793, 1962]
[576, 697, 937, 1111, 1296, 1508, 1619, 1701, 1823, 1913]
[318, 836, 1094, 1115, 1287, 1532, 1590, 1762, 1820, 1997]
[93, 761, 986, 1107, 1346, 1540, 1667, 1741, 1790, 1933]
[421, 818, 997, 1261, 1345, 1455, 1641, 1727, 1849, 1958]
[411, 651, 897, 1163, 1307, 1544, 1651, 1690, 1792, 1925]
[581, 809, 1003, 1122, 1323, 1493, 1605, 1764, 1825, 1929]
[555, 857, 1009, 1209, 1411, 1434, 1582, 1772, 1829, 1908]
[378, 841, 1049, 1154, 1311, 1505, 1604, 1751, 1850, 1991]
[616, 726, 913, 1237, 1367, 1420, 1618, 1755, 1872, 1999]
[601, 702, 1012, 1145, 1333, 1480, 1622, 1778, 1836, 1973]
[397, 838, 1087, 1133, 1402, 1454, 1628, 1692, 1864, 1899]
[501, 712, 1004, 1098, 1287, 1427, 1601, 1769, 1798, 1941]
[453, 712, 1083, 1149, 1303, 1485, 1590, 1785, 1823, 1988]
[551, 845, 1072, 1167, 1294, 1443, 1601, 1702, 1808, 1966]
[367, 713, 946, 1254, 1341, 1540, 1576, 1743, 1872, 1918]
[280, 869, 940, 1145, 1382, 1535, 1627, 1780, 1858, 1918]
[478, 893, 1008, 1148, 1402, 1541, 1622, 1690, 1876, 1905]
[402, 787, 1065, 1210, 1282, 1483, 1634, 1779, 1830, 1959]
[631, 729, 1002, 1238, 1320, 1429, 1625, 1767, 1876, 2000]
[568, 874, 971, 1217, 1400, 1510, 1582, 1769, 1792, 1999]
[619, 778, 980, 1172, 1324, 1525, 1653, 1772, 1889, 1955]
[315, 797, 1015, 1202, 1409, 1496, 1596, 1699, 1841, 1942]
[486, 861, 927, 1213, 1299, 1433, 1663, 1782, 1804, 1970]
[538, 787, 913, 1204, 1337, 1512, 1607, 1788, 1872, 1978]
[595, 892, 922, 1150, 1308, 1476, 1565, 1689, 1827, 1978]
[570, 705, 1092, 1225, 1308, 1476, 1606, 1750, 1855, 1906]
[433, 833, 953, 1250, 1277, 1486, 1630, 1748, 1834, 1962]
[483, 685, 944, 1105, 1291, 1425, 1640, 1690, 1810, 1998]
[260, 654, 1056, 1254, 1392, 1508, 1635, 1680, 1893, 1914]
[265, 878, 1075, 1224, 1337, 1448, 1572, 1730, 1796, 1916]
[443, 836, 1044, 1235, 1313, 1480, 1560, 1692, 1840, 1927]
[341, 783, 927, 1171, 1371, 1541, 1551, 1757, 1836, 1946]
[432, 727, 1063, 1116, 1302, 1527, 1610, 1783, 1855, 1971]
[313, 808, 1072, 1253, 1400, 1518, 1609, 1770, 1887, 1906]
[232, 759, 926, 1102, 1392, 1497, 1626, 1731, 1789, 1938]
[297, 819, 1008, 1174, 1267, 1545, 1589, 1767, 1811, 1977]
[368, 867, 1054, 1213, 1375, 1422, 1586, 1718, 1870, 1930]
[414, 831, 946, 1148, 1266, 1449, 1576, 1736, 1817, 1979]
[415, 886, 1013, 1183, 1378, 1456, 1562, 1785, 1825, 1972]
[583, 831, 1069, 1256, 1304, 1422, 1650, 1733, 1844, 1906]
[348, 872, 971, 1161, 1350, 1443, 1668, 1766, 1814, 1988]
[380, 714, 1039, 1160, 1387, 1423, 1649, 1687, 1847, 1983]
[317, 855, 916, 1098, 1286, 1442, 1560, 1744, 1894, 1914]
[384, 637, 902, 1256, 1288, 1425, 1615, 1693, 1871, 1984]
[453, 634, 1045, 1226, 1367, 1510, 1670, 1767, 1827, 1935]
[507, 664, 1035, 1179, 1310, 1510, 1672, 1778, 1836, 1944]
[532, 730, 916, 1228, 1331, 1508, 1596, 1766, 1855, 1945]
[350, 824, 916, 1106, 1314, 1474, 1609, 1718, 1877, 1934]
[351, 672, 1078, 1135, 1344, 1494, 1560, 1738, 1879, 1983]
[329, 788, 920, 1102, 1395, 1525, 1584, 1708, 1879, 1981]
[428, 825, 1036, 1131, 1272, 1521, 1574, 1777, 1842, 1952]
[553, 766, 904, 1099, 1360, 1439, 1569, 1737, 1862, 1975]
[588, 641, 1056, 1234, 1282, 1465, 1569, 1727, 1848, 1953]
[285, 800, 953, 1221, 1398, 1522, 1631, 1676, 1818, 1980]
[532, 804, 1028, 1120, 1354, 1426, 1659, 1757, 1793, 1913]
[596, 799, 1072, 1238, 1344, 1470, 1623, 1742, 1795, 1980]
[225, 743, 1066, 1097, 1332, 1475, 1620, 1710, 1867, 1937]
[198, 674, 1080, 1128, 1342, 1426, 1621, 1746, 1826, 1953]
[345, 882, 1025, 1195, 1357, 1435, 1563, 1732, 1874, 1956]
[443, 808, 932, 1218, 1329, 1538, 1645, 1736, 1850, 1990]
[590, 855, 1085, 1182, 1266, 1469, 1635, 1749, 1886, 1931]
[539, 634, 1037, 1199, 1374, 1469, 1611, 1768, 1854, 1947]
[516, 838, 1006, 1252, 1407, 1549, 1592, 1754, 1832, 1898]
[92, 670, 1022, 1164, 1394, 1519, 1653, 1762, 1809, 1918]
[424, 839, 896, 1192, 1380, 1549, 1605, 1748, 1817, 1994]
[545, 634, 1014, 1238, 1303, 1423, 1655, 1768, 1828, 1975]
[581, 877, 1004, 1214, 1323, 1441, 1633, 1746, 1808, 1902]
[564, 797, 1071, 1180, 1282, 1445, 1615, 1717, 1831, 1961]
[75, 768, 967, 1160, 1414, 1476, 1583, 1788, 1859, 1902]
[525, 831, 994, 1123, 1396, 1505, 1574, 1684, 1809, 1942]
[307, 818, 1019, 1111, 1393, 1521, 1640, 1712, 1823, 1938]
[630, 748, 959, 1149, 1316, 1533, 1588, 1700, 1875, 1911]
[502, 725, 1091, 1139, 1272, 1487, 1628, 1763, 1822, 1941]
[407, 647, 964, 1256, 1314, 1415, 1633, 1749, 1813, 1985]
[312, 885, 944, 1196, 1320, 1449, 1668, 1700, 1818, 1989]
[530, 733, 1011, 1183, 1366, 1419, 1586, 1687, 1831, 1909]
[218, 753, 1053, 1233, 1377, 1436, 1613, 1706, 1817, 1946]
[605, 693, 1070, 1227, 1320, 1437, 1607, 1683, 1803, 1976]
[564, 778, 1022, 1121, 1304, 1508, 1565, 1787, 1894, 1987]
[307, 889, 978, 1183, 1319, 1434, 1628, 1685, 1823, 1976]
[375, 668, 985, 1203, 1309, 1436, 1636, 1688, 1796, 1963]
[323, 682, 1061, 1242, 1390, 1500, 1654, 1768, 1827, 1945]
[259, 739, 1093, 1107, 1411, 1447, 1589, 1714, 1822, 1979]
[327, 847, 977, 1255, 1358, 1461, 1599, 1772, 1861, 1979]
[223, 811, 907, 1130, 1368, 1539, 1594, 1742, 1822, 1921]
[386, 807, 1077, 1154, 1351, 1543, 1565, 1689, 1837, 1969]
[525, 644, 945, 1130, 1330, 1545, 1579, 1729, 1816, 1928]
[476, 803, 1029, 1117, 1335, 1543, 1552, 1741, 1837, 1986]
[417, 853, 1089, 1131, 1411, 1441, 1639, 1779, 1819, 1904]
[545, 867, 910, 1231, 1395, 1538, 1574, 1696, 1895, 1940]
[505, 765, 1063, 1115, 1413, 1426, 1595, 1674, 1792, 1985]
[473, 754, 1059, 1239, 1333, 1541, 1669, 1748, 1830, 1932]
[582, 706, 942, 1185, 1403, 1477, 1562, 1687, 1827, 1981]
[80, 842, 1077, 1225, 1317, 1525, 1611, 1727, 1790, 1997]
[296, 885, 907, 1121, 1352, 1515, 1596, 1786, 1791, 1944]
[290, 646, 989, 1139, 1364, 1480, 1557, 1760, 1860, 1994]
[430, 727, 1094, 1221, 1374, 1494, 1560, 1694, 1790, 1906]
[243, 811, 1085, 1189, 1389, 1508, 1624, 1716, 1846, 1965]
[553, 761, 1074, 1131, 1299, 1474, 1620, 1771, 1842, 1980]
[459, 796, 978, 1250, 1412, 1543, 1574, 1765, 1815, 1982]
[354, 745, 998, 1123, 1369, 1513, 1567, 1701, 1790, 1957]
[308, 712, 1001, 1103, 1278, 1440, 1599, 1723, 1809, 1999]
[327, 892, 897, 1253, 1339, 1495, 1594, 1733, 1809, 1902]
[456, 807, 961, 1115, 1356, 1546, 1644, 1737, 1891, 1906]
[531, 881, 1045, 1128, 1307, 1535, 1612, 1743, 1825, 1934]
[607, 881, 901, 1257, 1393, 1479, 1561, 1693, 1869, 1985]
[506, 786, 931, 1119, 1268, 1421, 1578, 1770, 1853, 1945]
[457, 663, 918, 1195, 1371, 1452, 1558, 1711, 1831, 1936]
[509, 693, 971, 1137, 1337, 1549, 1619, 1763, 1856, 1908]
[524, 847, 927, 1209, 1357, 1538, 1581, 1783, 1895, 1906]
[308, 803, 968, 1137, 1312, 1527, 1576, 1689, 1831, 1904]
[321, 648, 1062, 1217, 1378, 1447, 1643, 1707, 1794, 1900]
[439, 705, 908, 1224, 1328, 1450, 1670, 1752, 1847, 1942]
[436, 731, 973, 1175, 1352, 1520, 1551, 1773, 1844, 1928]
[630, 755, 1080, 1254, 1372, 1427, 1619, 1784, 1860, 1948]
[603, 838, 1086, 1104, 1351, 1457, 1616, 1729, 1818, 1994]
[451, 861, 1021, 1221, 1300, 1541, 1673, 1713, 1876, 1984]
